date,state,cases
2020-04-10,Wisconsin,3068
2020-04-10,Wyoming,239
2020-04-11,Alabama,3346
2020-04-11,Alaska,261
2020-04-11,Arizona,3393
2020-04-11,Arkansas,1209
2020-04-11,California,21457
2020-04-11,Colorado,6718
2020-04-11,Connecticut,11054
2020-04-11,Delaware,1466
2020-04-11,Florida,18492
2020-04-11,Georgia,10762
2020-04-11,Hawaii,459
2020-04-11,Idaho,1396
2020-04-11,Illinois,19095
2020-04-11,Indiana,7435
2020-04-11,Iowa,1510
2020-04-11,Kansas,1275
2020-04-11,Kentucky,1308
2020-04-11,Louisiana,19960
2020-04-11,Maine,613
2020-04-11,Maryland,7694
2020-04-11,Massachusetts,27300
2020-04-11,Michigan,24274
2020-04-11,Minnesota,1423
2020-04-11,Mississippi,2642
2020-04-11,Missouri,4456
2020-04-11,Montana,377
2020-04-11,Nebraska,699
2020-04-11,Nevada,2606
2020-04-11,New Hampshire,885
2020-04-11,New Jersey,57227
2020-04-11,New Mexico,1091
2020-04-11,New York,192262
2020-04-11,North Carolina,4535
2020-04-11,North Dakota,308
2020-04-11,Ohio,6250
2020-04-11,Oklahoma,1868
2020-04-11,Oregon,1371
2020-04-11,Pennsylvania,22038
2020-04-11,Rhode Island,1700
2020-04-11,South Carolina,3211
2020-04-11,South Dakota,626
2020-04-11,Tennessee,5056
2020-04-11,Texas,9566
2020-04-11,Utah,2207
2020-04-11,Vermont,700
2020-04-11,Virginia,5077
2020-04-11,Washington,9586
2020-04-11,West Virginia,577
2020-04-11,Wisconsin,3213
2020-04-11,Wyoming,261
2020-04-12,Alabama,3667
2020-04-12,Alaska,276
2020-04-12,Arizona,3542
2020-04-12,Arkansas,1255
2020-04-12,California,22196
2020-04-12,Colorado,7151
2020-04-12,Connecticut,11534
2020-04-12,Delaware,1625
2020-04-12,Florida,19893
2020-04-12,Georgia,11234
2020-04-12,Hawaii,494
2020-04-12,Idaho,1407
2020-04-12,Illinois,20751
2020-04-12,Indiana,7928
2020-04-12,Iowa,1587
2020-04-12,Kansas,1344
2020-04-12,Kentucky,1851
2020-04-12,Louisiana,20541
2020-04-12,Maine,630
2020-04-12,Maryland,8225
2020-04-12,Massachusetts,28225
2020-04-12,Michigan,24953
2020-04-12,Minnesota,1616
2020-04-12,Mississippi,2781
2020-04-12,Missouri,4564
2020-04-12,Montana,387
2020-04-12,Nebraska,768
2020-04-12,Nevada,2813
2020-04-12,New Hampshire,928
2020-04-12,New Jersey,60576
2020-04-12,New Mexico,1245
2020-04-12,New York,200635
2020-04-12,North Carolina,4839
2020-04-12,North Dakota,331
2020-04-12,Ohio,6602
2020-04-12,Oklahoma,1970
2020-04-12,Oregon,1526
2020-04-12,Pennsylvania,23219
2020-04-12,Rhode Island,1700
2020-04-12,South Carolina,3320
2020-04-12,South Dakota,730
2020-04-12,Tennessee,5281
2020-04-12,Texas,9780
2020-04-12,Utah,2299
2020-04-12,Vermont,720
2020-04-12,Virginia,5274
2020-04-12,Washington,9877
2020-04-12,West Virginia,593
2020-04-12,Wisconsin,3341
2020-04-12,Wyoming,270
2020-04-13,Alabama,3870
2020-04-13,Alaska,281
2020-04-13,Arizona,3705
2020-04-13,Arkansas,1374
2020-04-13,California,23406
2020-04-13,Colorado,7551
2020-04-13,Connecticut,12890
2020-04-13,Delaware,1758
2020-04-13,Florida,21017
2020-04-13,Georgia,12096
2020-04-13,Hawaii,499
2020-04-13,Idaho,1426
2020-04-13,Illinois,21960
2020-04-13,Indiana,8359
2020-04-13,Iowa,1710
2020-04-13,Kansas,1390
2020-04-13,Kentucky,1906
2020-04-13,Louisiana,20960
2020-04-13,Maine,693
2020-04-13,Maryland,8936
2020-04-13,Massachusetts,30236
2020-04-13,Michigan,26396
2020-04-13,Minnesota,1616
2020-04-13,Mississippi,2942
2020-04-13,Missouri,4759
2020-04-13,Montana,394
2020-04-13,Nebraska,791
2020-04-13,Nevada,2990
2020-04-13,New Hampshire,984
2020-04-13,New Jersey,63381
2020-04-13,New Mexico,1262
2020-04-13,New York,208488
2020-04-13,North Carolina,5024
2020-04-13,North Dakota,341
2020-04-13,Ohio,6975
2020-04-13,Oklahoma,2069
2020-04-13,Oregon,1584
2020-04-13,Pennsylvania,24505
2020-04-13,Rhode Island,1700
2020-04-13,South Carolina,3391
2020-04-13,South Dakota,868
2020-04-13,Tennessee,5494
2020-04-13,Texas,10445
2020-04-13,Utah,2363
2020-04-13,Vermont,740
2020-04-13,Virginia,5747
2020-04-13,Washington,10016
2020-04-13,West Virginia,611
2020-04-13,Wisconsin,3428
2020-04-13,Wyoming,275
2020-04-14,Alabama,4041
2020-04-14,Alaska,289
2020-04-14,Arizona,3809
2020-04-14,Arkansas,1453
2020-04-14,California,24544
2020-04-14,Colorado,7831
2020-04-14,Connecticut,13456
2020-04-14,Delaware,1915
2020-04-14,Florida,21625
2020-04-14,Georgia,13626
2020-04-14,Hawaii,508
2020-04-14,Idaho,1464
2020-04-14,Illinois,23194
2020-04-14,Indiana,8527
2020-04-14,Iowa,1899
2020-04-14,Kansas,1441
2020-04-14,Kentucky,2025
2020-04-14,Louisiana,21462
2020-04-14,Maine,733
2020-04-14,Maryland,9472
2020-04-14,Massachusetts,33093
2020-04-14,Michigan,27794
2020-04-14,Minnesota,1660
2020-04-14,Mississippi,3087
2020-04-14,Missouri,4931
2020-04-14,Montana,399
2020-04-14,Nebraska,879
2020-04-14,Nevada,3134
2020-04-14,New Hampshire,921
2020-04-14,New Jersey,67122
2020-04-14,New Mexico,1345
2020-04-14,New York,215959
2020-04-14,North Carolina,5195
2020-04-14,North Dakota,364
2020-04-14,Ohio,7285
2020-04-14,Oklahoma,2184
2020-04-14,Oregon,1633
2020-04-14,Pennsylvania,25612
2020-04-14,Rhode Island,1700
2020-04-14,South Carolina,3553
2020-04-14,South Dakota,988
2020-04-14,Tennessee,5674
2020-04-14,Texas,11157
2020-04-14,Utah,2417
2020-04-14,Vermont,713
2020-04-14,Virginia,6182
2020-04-14,Washington,10315
2020-04-14,West Virginia,640
2020-04-14,Wisconsin,3554
2020-04-14,Wyoming,282
2020-04-15,Alabama,4307
2020-04-15,Alaska,297
2020-04-15,Arizona,3964
2020-04-15,Arkansas,1521
2020-04-15,California,26356
2020-04-15,Colorado,8169
2020-04-15,Connecticut,14218
2020-04-15,Delaware,1997
2020-04-15,Florida,22506
2020-04-15,Georgia,14041
2020-04-15,Hawaii,523
2020-04-15,Idaho,1473
2020-04-15,Illinois,24548
2020-04-15,Indiana,8960
2020-04-15,Iowa,1995
2020-04-15,Kansas,1504
2020-04-15,Kentucky,2132
2020-04-15,Louisiana,21895
2020-04-15,Maine,768
2020-04-15,Maryland,10032
2020-04-15,Massachusetts,35671
2020-04-15,Michigan,28902
2020-04-15,Minnesota,1807
2020-04-15,Mississippi,3360
2020-04-15,Missouri,5070
2020-04-15,Montana,404
2020-04-15,Nebraska,882
2020-04-15,Nevada,3206
2020-04-15,New Hampshire,1139
2020-04-15,New Jersey,69841
2020-04-15,New Mexico,1484
2020-04-15,New York,222617
2020-04-15,North Carolina,5484
2020-04-15,North Dakota,392
2020-04-15,Ohio,7794
2020-04-15,Oklahoma,2263
2020-04-15,Oregon,1663
2020-04-15,Pennsylvania,26841
2020-04-15,Rhode Island,2495
2020-04-15,South Carolina,3656
2020-04-15,South Dakota,1168
2020-04-15,Tennessee,5936
2020-04-15,Texas,11842
2020-04-15,Utah,2548
2020-04-15,Vermont,744
2020-04-15,Virginia,6500
2020-04-15,Washington,10559
2020-04-15,West Virginia,702
2020-04-15,Wisconsin,3720
2020-04-15,Wyoming,287
2020-04-16,Alabama,4465
2020-04-16,Alaska,305
2020-04-16,Arizona,4237
2020-04-16,Arkansas,1576
2020-04-16,California,27578
2020-04-16,Colorado,8589
2020-04-16,Connecticut,15350
2020-04-16,Delaware,2053
2020-04-16,Florida,23337
2020-04-16,Georgia,14818
2020-04-16,Hawaii,523
2020-04-16,Idaho,1587
2020-04-16,Illinois,25679
2020-04-16,Indiana,9542
2020-04-16,Iowa,2141
2020-04-16,Kansas,1615
2020-04-16,Kentucky,2358
2020-04-16,Louisiana,22476
2020-04-16,Maine,794
2020-04-16,Maryland,10784
2020-04-16,Massachusetts,38054
2020-04-16,Michigan,29724
2020-04-16,Minnesota,1807
2020-04-16,Mississippi,3624
2020-04-16,Missouri,5376
2020-04-16,Montana,415
2020-04-16,Nebraska,929
2020-04-16,Nevada,3212
2020-04-16,New Hampshire,1139
2020-04-16,New Jersey,74269
2020-04-16,New Mexico,1484
2020-04-16,New York,230506
2020-04-16,North Carolina,5877
2020-04-16,North Dakota,438
2020-04-16,Ohio,8414
2020-04-16,Oklahoma,2357
2020-04-16,Oregon,1736
2020-04-16,Pennsylvania,28033
2020-04-16,Rhode Island,2627
2020-04-16,South Carolina,3931
2020-04-16,South Dakota,1311
2020-04-16,Tennessee,6224
2020-04-16,Texas,12495
2020-04-16,Utah,2683
2020-04-16,Vermont,759
2020-04-16,Virginia,6889
2020-04-16,Washington,10785
2020-04-16,West Virginia,728
2020-04-16,Wisconsin,3875
2020-04-16,Wyoming,296
2020-04-17,Alabama,4557
2020-04-17,Alaska,314
2020-04-17,Arizona,4511
2020-04-17,Arkansas,1652
2020-04-17,California,29296
2020-04-17,Colorado,8980
2020-04-17,Connecticut,16314
2020-04-17,Delaware,2295
2020-04-17,Florida,24755
2020-04-17,Georgia,16159
2020-04-17,Hawaii,530
2020-04-17,Idaho,1609
2020-04-17,Illinois,27504
2020-04-17,Indiana,10154
2020-04-17,Iowa,2331
2020-04-17,Kansas,1730
2020-04-17,Kentucky,2435
2020-04-17,Louisiana,23062
2020-04-17,Maine,826
2020-04-17,Maryland,11572
2020-04-17,Massachusetts,41035
2020-04-17,Michigan,31108
2020-04-17,Minnesota,2070
2020-04-17,Mississippi,3793
2020-04-17,Missouri,5596
2020-04-17,Montana,422
2020-04-17,Nebraska,974
2020-04-17,Nevada,3426
2020-04-17,New Hampshire,1285
2020-04-17,New Jersey,77748
2020-04-17,New Mexico,1597
2020-04-17,New York,237492
2020-04-17,North Carolina,6171
2020-04-17,North Dakota,528
2020-04-17,Ohio,9107
2020-04-17,Oklahoma,2357
2020-04-17,Oregon,1785
2020-04-17,Pennsylvania,29855
2020-04-17,Rhode Island,3387
2020-04-17,South Carolina,4099
2020-04-17,South Dakota,1411
2020-04-17,Tennessee,6544
2020-04-17,Texas,13071
2020-04-17,Utah,2793
2020-04-17,Vermont,769
2020-04-17,Virginia,7491
2020-04-17,Washington,11183
2020-04-17,West Virginia,775
2020-04-17,Wisconsin,4053
2020-04-17,Wyoming,305
2020-04-18,Alabama,4788
2020-04-18,Alaska,319
2020-04-18,Arizona,4724
2020-04-18,Arkansas,1702
2020-04-18,California,30642
2020-04-18,Colorado,9360
2020-04-18,Connecticut,17025
2020-04-18,Delaware,2508
2020-04-18,Florida,25489
2020-04-18,Georgia,16634
2020-04-18,Hawaii,568
2020-04-18,Idaho,1655
2020-04-18,Illinois,29076
2020-04-18,Indiana,10641
2020-04-18,Iowa,2512
2020-04-18,Kansas,1821
2020-04-18,Kentucky,2634
2020-04-18,Louisiana,23523
2020-04-18,Maine,846
2020-04-18,Maryland,12326
2020-04-18,Massachusetts,42511
2020-04-18,Michigan,31909
2020-04-18,Minnesota,2209
2020-04-18,Mississippi,3974
2020-04-18,Missouri,5784
2020-04-18,Montana,426
2020-04-18,Nebraska,1189
2020-04-18,Nevada,3592
2020-04-18,New Hampshire,1342
2020-04-18,New Jersey,80672
2020-04-18,New Mexico,1798
2020-04-18,New York,244369
2020-04-18,North Carolina,6524
2020-04-18,North Dakota,584
2020-04-18,Ohio,10222
2020-04-18,Oklahoma,2357
2020-04-18,Oregon,1844
2020-04-18,Pennsylvania,31671
2020-04-18,Rhode Island,3345
2020-04-18,South Carolina,4248
2020-04-18,South Dakota,1542
2020-04-18,Tennessee,6714
2020-04-18,Texas,13433
2020-04-18,Utah,2917
2020-04-18,Vermont,793
2020-04-18,Virginia,8053
2020-04-18,Washington,11332
2020-04-18,West Virginia,785
2020-04-18,Wisconsin,4199
2020-04-18,Wyoming,309
2020-04-19,Alabama,4978
2020-04-19,Alaska,324
2020-04-19,Arizona,4933
2020-04-19,Arkansas,1735
2020-04-19,California,31307
2020-04-19,Colorado,9616
2020-04-19,Connecticut,17433
2020-04-19,Delaware,2508
2020-04-19,Florida,26311
2020-04-19,Georgia,17179
2020-04-19,Hawaii,574
2020-04-19,Idaho,1668
2020-04-19,Illinois,30242
2020-04-19,Indiana,11211
2020-04-19,Iowa,2895
2020-04-19,Kansas,1905
2020-04-19,Kentucky,2881
2020-04-19,Louisiana,23870
2020-04-19,Maine,865
2020-04-19,Maryland,12847
2020-04-19,Massachusetts,43597
2020-04-19,Michigan,32583
2020-04-19,Minnesota,2352
2020-04-19,Mississippi,4274
2020-04-19,Missouri,5920
2020-04-19,Montana,433
2020-04-19,Nebraska,1434
2020-04-19,Nevada,3708
2020-04-19,New Hampshire,1390
2020-04-19,New Jersey,84716
2020-04-19,New Mexico,1845
2020-04-19,New York,251013
2020-04-19,North Carolina,6815
2020-04-19,North Dakota,626
2020-04-19,Ohio,11602
2020-04-19,Oklahoma,2567
2020-04-19,Oregon,1910
2020-04-19,Pennsylvania,32938
2020-04-19,Rhode Island,3676
2020-04-19,South Carolina,4377
2020-04-19,South Dakota,1635
2020-04-19,Tennessee,6986
2020-04-19,Texas,13709
2020-04-19,Utah,3069
2020-04-19,Vermont,803
2020-04-19,Virginia,8542
2020-04-19,Washington,11819
2020-04-19,West Virginia,890
2020-04-19,Wisconsin,4346
2020-04-19,Wyoming,313
2020-04-20,Alabama,5163
2020-04-20,Alaska,326
2020-04-20,Arizona,5068
2020-04-20,Arkansas,1928
2020-04-20,California,33562
2020-04-20,Colorado,9986
2020-04-20,Connecticut,19301
2020-04-20,Delaware,2714
2020-04-20,Florida,27056
2020-04-20,Georgia,18160
2020-04-20,Hawaii,578
2020-04-20,Idaho,1672
2020-04-20,Illinois,31383
2020-04-20,Indiana,11688
2020-04-20,Iowa,3157
2020-04-20,Kansas,2048
2020-04-20,Kentucky,2977
2020-04-20,Louisiana,24464
2020-04-20,Maine,874
2020-04-20,Maryland,13684
2020-04-20,Massachusetts,46276
2020-04-20,Michigan,33227
2020-04-20,Minnesota,2466
2020-04-20,Mississippi,4512
2020-04-20,Missouri,6083
2020-04-20,Montana,433
2020-04-20,Nebraska,1611
2020-04-20,Nevada,3794
2020-04-20,New Hampshire,1443
2020-04-20,New Jersey,88137
2020-04-20,New Mexico,1971
2020-04-20,New York,257399
2020-04-20,North Carolina,7033
2020-04-20,North Dakota,644
2020-04-20,Ohio,12919
2020-04-20,Oklahoma,2680
2020-04-20,Oregon,1957
2020-04-20,Pennsylvania,33833
2020-04-20,Rhode Island,4229
2020-04-20,South Carolina,4446
2020-04-20,South Dakota,1685
2020-04-20,Tennessee,7231
2020-04-20,Texas,14614
2020-04-20,Utah,3213
2020-04-20,Vermont,805
2020-04-20,Virginia,8990
2020-04-20,Washington,11955
2020-04-20,West Virginia,902
2020-04-20,Wisconsin,4499
2020-04-20,Wyoming,317
2020-04-21,Alabama,5404
2020-04-21,Alaska,334
2020-04-21,Arizona,5256
2020-04-21,Arkansas,1945
2020-04-21,California,35753
2020-04-21,Colorado,10347
2020-04-21,Connecticut,19857
2020-04-21,Delaware,2901
2020-04-21,Florida,27865
2020-04-21,Georgia,18441
2020-04-21,Hawaii,580
2020-04-21,Idaho,1736
2020-04-21,Illinois,32867
2020-04-21,Indiana,12097
2020-04-21,Iowa,3620
2020-04-21,Kansas,2164
2020-04-21,Kentucky,3131
2020-04-21,Louisiana,24795
2020-04-21,Maine,887
2020-04-21,Maryland,14193
2020-04-21,Massachusetts,48458
2020-04-21,Michigan,33951
2020-04-21,Minnesota,2563
2020-04-21,Mississippi,4716
2020-04-21,Missouri,6312
2020-04-21,Montana,437
2020-04-21,Nebraska,1685
2020-04-21,Nevada,3903
2020-04-21,New Hampshire,1476
2020-04-21,New Jersey,89314
2020-04-21,New Mexico,1971
2020-04-21,New York,262032
2020-04-21,North Carolina,7331
2020-04-21,North Dakota,677
2020-04-21,Ohio,13725
2020-04-21,Oklahoma,2807
2020-04-21,Oregon,2004
2020-04-21,Pennsylvania,35077
2020-04-21,Rhode Island,4500
2020-04-21,South Carolina,4439
2020-04-21,South Dakota,1755
2020-04-21,Tennessee,7518
2020-04-21,Texas,15307
2020-04-21,Utah,3297
2020-04-21,Vermont,815
2020-04-21,Virginia,9630
2020-04-21,Washington,12233
2020-04-21,West Virginia,908
2020-04-21,Wisconsin,4625
2020-04-21,Wyoming,443
2020-04-22,Alabama,5692
2020-04-22,Alaska,340
2020-04-22,Arizona,5473
2020-04-22,Arkansas,2181
2020-04-22,California,37748
2020-04-22,Colorado,10796
2020-04-22,Connecticut,21919
2020-04-22,Delaware,3172
2020-04-22,Florida,28309
2020-04-22,Georgia,19544
2020-04-22,Hawaii,586
2020-04-22,Idaho,1766
2020-04-22,Illinois,34879
2020-04-22,Indiana,12438
2020-04-22,Iowa,3744
2020-04-22,Kansas,2331
2020-04-22,Kentucky,3306
2020-04-22,Louisiana,25198
2020-04-22,Maine,905
2020-04-22,Maryland,14775
2020-04-22,Massachusetts,51155
2020-04-22,Michigan,35364
2020-04-22,Minnesota,2718
2020-04-22,Mississippi,4894
2020-04-22,Missouri,6516
2020-04-22,Montana,439
2020-04-22,Nebraska,1801
2020-04-22,Nevada,4075
2020-04-22,New Hampshire,1571
2020-04-22,New Jersey,94869
2020-04-22,New Mexico,2210
2020-04-22,New York,266291
2020-04-22,North Carolina,7728
2020-04-22,North Dakota,709
2020-04-22,Ohio,14117
2020-04-22,Oklahoma,2894
2020-04-22,Oregon,2059
2020-04-22,Pennsylvania,36420
2020-04-22,Rhode Island,4946
2020-04-22,South Carolina,4761
2020-04-22,South Dakota,1858
2020-04-22,Tennessee,8016
2020-04-22,Texas,16066
2020-04-22,Utah,3445
2020-04-22,Vermont,820
2020-04-22,Virginia,10266
2020-04-22,Washington,12437
2020-04-22,West Virginia,939
2020-04-22,Wisconsin,4845
2020-04-22,Wyoming,447
2020-04-23,Alabama,5899
2020-04-23,Alaska,342
2020-04-23,Arizona,5772
2020-04-23,Arkansas,2472
2020-04-23,California,39596
2020-04-23,Colorado,11170
2020-04-23,Connecticut,22578
2020-04-23,Delaware,3305
2020-04-23,Florida,29648
2020-04-23,Georgia,20544
2020-04-23,Hawaii,590
2020-04-23,Idaho,1836
2020-04-23,Illinois,36744
2020-04-23,Indiana,13039
2020-04-23,Iowa,3921
2020-04-23,Kansas,2721
2020-04-23,Kentucky,3412
2020-04-23,Louisiana,25677
2020-04-23,Maine,937
2020-04-23,Maryland,15737
2020-04-23,Massachusetts,53546
2020-04-23,Michigan,36802
2020-04-23,Minnesota,2939
2020-04-23,Mississippi,5153
2020-04-23,Missouri,6786
2020-04-23,Montana,442
2020-04-23,Nebraska,2195
2020-04-23,Nevada,4204
2020-04-23,New Hampshire,1659
2020-04-23,New Jersey,98917
2020-04-23,New Mexico,2379
2020-04-23,New York,271788
2020-04-23,North Carolina,8200
2020-04-23,North Dakota,747
2020-04-23,Ohio,14694
2020-04-23,Oklahoma,3017
2020-04-23,Oregon,2127
2020-04-23,Pennsylvania,38274
2020-04-23,Rhode Island,5250
2020-04-23,South Carolina,4917
2020-04-23,South Dakota,1956
2020-04-23,Tennessee,8465
2020-04-23,Texas,16893
2020-04-23,Utah,3612
2020-04-23,Vermont,822
2020-04-23,Virginia,10998
2020-04-23,Washington,12619
2020-04-23,West Virginia,981
2020-04-23,Wisconsin,5052
2020-04-23,Wyoming,453
2020-04-24,Alabama,6092
2020-04-24,Alaska,344
2020-04-24,Arizona,6045
2020-04-24,Arkansas,2628
2020-04-24,California,41466
2020-04-24,Colorado,12153
2020-04-24,Connecticut,23414
2020-04-24,Delaware,3438
2020-04-24,Florida,30533
2020-04-24,Georgia,21128
2020-04-24,Hawaii,595
2020-04-24,Idaho,1870
2020-04-24,Illinois,39440
2020-04-24,Indiana,13681
2020-04-24,Iowa,4441
2020-04-24,Kansas,2959
2020-04-24,Kentucky,3721
2020-04-24,Louisiana,26077
2020-04-24,Maine,965
2020-04-24,Maryland,16616
2020-04-24,Massachusetts,55822
2020-04-24,Michigan,38282
2020-04-24,Minnesota,3179
2020-04-24,Mississippi,5434
2020-04-24,Missouri,7021
2020-04-24,Montana,444
2020-04-24,Nebraska,2424
2020-04-24,Nevada,4333
2020-04-24,New Hampshire,1717
2020-04-24,New Jersey,101664
2020-04-24,New Mexico,2521
2020-04-24,New York,278456
2020-04-24,North Carolina,8634
2020-04-24,North Dakota,803
2020-04-24,Ohio,15169
2020-04-24,Oklahoma,3121
2020-04-24,Oregon,2177
2020-04-24,Pennsylvania,39915
2020-04-24,Rhode Island,5567
2020-04-24,South Carolina,5070
2020-04-24,South Dakota,2040
2020-04-24,Tennessee,8932
2020-04-24,Texas,17658
2020-04-24,Utah,3782
2020-04-24,Vermont,824
2020-04-24,Virginia,11594
2020-04-24,Washington,12877
2020-04-24,West Virginia,1010
2020-04-24,Wisconsin,5356
2020-04-24,Wyoming,473
2020-04-25,Alabama,6274
2020-04-25,Alaska,344
2020-04-25,Arizona,6286
2020-04-25,Arkansas,2709
2020-04-25,California,42432
2020-04-25,Colorado,12837
2020-04-25,Connecticut,24061
2020-04-25,Delaware,3573
2020-04-25,Florida,30838
2020-04-25,Georgia,21623
2020-04-25,Hawaii,598
2020-04-25,Idaho,1887
2020-04-25,Illinois,41503
2020-04-25,Indiana,14399
2020-04-25,Iowa,5087
2020-04-25,Kansas,3135
2020-04-25,Kentucky,3857
2020-04-25,Louisiana,26449
2020-04-25,Maine,965
2020-04-25,Maryland,17766
2020-04-25,Massachusetts,57310
2020-04-25,Michigan,38761
2020-04-25,Minnesota,3441
2020-04-25,Mississippi,5718
2020-04-25,Missouri,7184
2020-04-25,Montana,445
2020-04-25,Nebraska,2719
2020-04-25,Nevada,4523
2020-04-25,New Hampshire,1788
2020-04-25,New Jersey,104966
2020-04-25,New Mexico,2660
2020-04-25,New York,287898
2020-04-25,North Carolina,8928
2020-04-25,North Dakota,867
2020-04-25,Ohio,15587
2020-04-25,Oklahoma,3194
2020-04-25,Oregon,2253
2020-04-25,Pennsylvania,41460
2020-04-25,Rhode Island,5931
2020-04-25,South Carolina,5253
2020-04-25,South Dakota,2147
2020-04-25,Tennessee,9230
2020-04-25,Texas,18241
2020-04-25,Utah,3948
2020-04-25,Vermont,838
2020-04-25,Virginia,12366
2020-04-25,Washington,13182
2020-04-25,West Virginia,1010
2020-04-25,Wisconsin,5687
2020-04-25,Wyoming,491
2020-04-26,Alabama,6475
2020-04-26,Alaska,346
2020-04-26,Arizona,6534
2020-04-26,Arkansas,2785
2020-04-26,California,43735
2020-04-26,Colorado,13269
2020-04-26,Connecticut,24747
2020-04-26,Delaware,4025
2020-04-26,Florida,31531
2020-04-26,Georgia,21842
2020-04-26,Hawaii,599
2020-04-26,Idaho,1897
2020-04-26,Illinois,43596
2020-04-26,Indiana,15012
2020-04-26,Iowa,5470
2020-04-26,Kansas,3277
2020-04-26,Kentucky,4027
2020-04-26,Louisiana,26709
2020-04-26,Maine,1013
2020-04-26,Maryland,18581
2020-04-26,Massachusetts,58152
2020-04-26,Michigan,39510
2020-04-26,Minnesota,3593
2020-04-26,Mississippi,5911
2020-04-26,Missouri,7346
2020-04-26,Montana,448
2020-04-26,Nebraska,3020
2020-04-26,Nevada,4639
2020-04-26,New Hampshire,1859
2020-04-26,New Jersey,108357
2020-04-26,New Mexico,2726
2020-04-26,New York,293575
2020-04-26,North Carolina,9338
2020-04-26,North Dakota,942
2020-04-26,Ohio,15972
2020-04-26,Oklahoma,3254
2020-04-26,Oregon,2311
2020-04-26,Pennsylvania,42784
2020-04-26,Rhode Island,6330
2020-04-26,South Carolina,5498
2020-04-26,South Dakota,2212
2020-04-26,Tennessee,9524
2020-04-26,Texas,18597
2020-04-26,Utah,4123
2020-04-26,Vermont,846
2020-04-26,Virginia,12970
2020-04-26,Washington,13398
2020-04-26,West Virginia,1055
2020-04-26,Wisconsin,5912
2020-04-26,Wyoming,502
2020-04-27,Alabama,6621
2020-04-27,Alaska,350
2020-04-27,Arizona,6725
2020-04-27,Arkansas,2866
2020-04-27,California,45313
2020-04-27,Colorado,13703
2020-04-27,Connecticut,25513
2020-04-27,Delaware,4151
2020-04-27,Florida,32137
2020-04-27,Georgia,22642
2020-04-27,Hawaii,600
2020-04-27,Idaho,1897
2020-04-27,Illinois,45545
2020-04-27,Indiana,15961
2020-04-27,Iowa,5861
2020-04-27,Kansas,3473
2020-04-27,Kentucky,4098
2020-04-27,Louisiana,27004
2020-04-27,Maine,1021
2020-04-27,Maryland,19487
2020-04-27,Massachusetts,60277
2020-04-27,Michigan,40009
2020-04-27,Minnesota,3811
2020-04-27,Mississippi,6094
2020-04-27,Missouri,7514
2020-04-27,Montana,449
2020-04-27,Nebraska,3324
2020-04-27,Nevada,4700
2020-04-27,New Hampshire,1927
2020-04-27,New Jersey,110370
2020-04-27,New Mexico,2825
2020-04-27,New York,297888
2020-04-27,North Carolina,9781
2020-04-27,North Dakota,991
2020-04-27,Ohio,16325
2020-04-27,Oklahoma,3281
2020-04-27,Oregon,2354
2020-04-27,Pennsylvania,43695
2020-04-27,Rhode Island,6548
2020-04-27,South Carolina,5613
2020-04-27,South Dakota,2244
2020-04-27,Tennessee,9818
2020-04-27,Texas,19982
2020-04-27,Utah,4236
2020-04-27,Vermont,852
2020-04-27,Virginia,13538
2020-04-27,Washington,13583
2020-04-27,West Virginia,1063
2020-04-27,Wisconsin,6081
2020-04-27,Wyoming,520
2020-04-28,Alabama,6820
2020-04-28,Alaska,356
2020-04-28,Arizona,6955
2020-04-28,Arkansas,2907
2020-04-28,California,46828
2020-04-28,Colorado,14151
2020-04-28,Connecticut,25821
2020-04-28,Delaware,4543
2020-04-28,Florida,32844
2020-04-28,Georgia,23342
2020-04-28,Hawaii,602
2020-04-28,Idaho,1952
2020-04-28,Illinois,47767
2020-04-28,Indiana,16588
2020-04-28,Iowa,6363
2020-04-28,Kansas,3652
2020-04-28,Kentucky,4325
2020-04-28,Louisiana,27225
2020-04-28,Maine,1039
2020-04-28,Maryland,20113
2020-04-28,Massachusetts,62380
2020-04-28,Michigan,41127
2020-04-28,Minnesota,4175
2020-04-28,Mississippi,6342
2020-04-28,Missouri,7655
2020-04-28,Montana,451
2020-04-28,Nebraska,3494
2020-04-28,Nevada,4821
2020-04-28,New Hampshire,2003
2020-04-28,New Jersey,113138
2020-04-28,New Mexico,2974
2020-04-28,New York,300796
2020-04-28,North Carolina,10144
2020-04-28,North Dakota,1033
2020-04-28,Ohio,16769
2020-04-28,Oklahoma,3410
2020-04-28,Oregon,2385
2020-04-28,Pennsylvania,45199
2020-04-28,Rhode Island,6660
2020-04-28,South Carolina,5735
2020-04-28,South Dakota,2313
2020-04-28,Tennessee,10091
2020-04-28,Texas,20672
2020-04-28,Utah,4345
2020-04-28,Vermont,859
2020-04-28,Virginia,14339
2020-04-28,Washington,13763
2020-04-28,West Virginia,1095
2020-04-28,Wisconsin,6289
2020-04-28,Wyoming,536
2020-04-29,Alabama,6979
2020-04-29,Alaska,360
2020-04-29,Arizona,7209
2020-04-29,Arkansas,2965
2020-04-29,California,49225
2020-04-29,Colorado,14613
2020-04-29,Connecticut,26260
2020-04-29,Delaware,4629
2020-04-29,Florida,33186
2020-04-29,Georgia,24178
2020-04-29,Hawaii,605
2020-04-29,Idaho,1952
2020-04-29,Illinois,50004
2020-04-29,Indiana,17182
2020-04-29,Iowa,6823
2020-04-29,Kansas,3839
2020-04-29,Kentucky,4487
2020-04-29,Louisiana,27599
